STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUT,Austria,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,89,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BEL,Belgium,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,66,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CAN,Canada,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,88,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CZE,Czechia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,88,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DNK,Denmark,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FIN,Finland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FRA,France,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,78,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DEU,Germany,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,83,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GRC,Greece,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,79,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,HUN,Hungary,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,83,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISL,Iceland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,IRL,Ireland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,86,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ITA,Italy,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,79,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,JPN,Japan,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,85,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,KOR,Korea,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,87,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,89,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,MEX,Mexico,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,54,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NLD,Netherlands,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NZL,New Zealand,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,80,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NOR,Norway,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,98,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,POL,Poland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,80,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,PRT,Portugal,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,92,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVK,Slovak Republic,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,86,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ESP,Spain,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,86,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SWE,Sweden,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,90,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHE,Switzerland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,91,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,TUR,Türkiye,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,72,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GBR,United Kingdom,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,80,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,USA,United States,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,88,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BRA,Brazil,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,55,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHL,Chile,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,53,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,EST,Estonia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,90,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISR,Israel,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,83,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LVA,Latvia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,87,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,RUS,Russia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,74,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVN,Slovenia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ZAF,South Africa,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,46,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,OECD,OECD - Total,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,82,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUT,Austria,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,82,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BEL,Belgium,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,47,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CAN,Canada,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,67,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CZE,Czechia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,67,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DNK,Denmark,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,77,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FIN,Finland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,80,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FRA,France,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,70,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DEU,Germany,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,69,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GRC,Greece,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,59,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,HUN,Hungary,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,65,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISL,Iceland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,78,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,IRL,Ireland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,67,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ITA,Italy,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,67,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,JPN,Japan,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,69,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,KOR,Korea,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,77,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,84,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,MEX,Mexico,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,32,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NLD,Netherlands,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,72,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NZL,New Zealand,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,53,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NOR,Norway,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,89,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,POL,Poland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,63,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,PRT,Portugal,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVK,Slovak Republic,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,67,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ESP,Spain,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SWE,Sweden,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,68,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHE,Switzerland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,81,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,TUR,Türkiye,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,45,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GBR,United Kingdom,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,77,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,USA,United States,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,69,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BRA,Brazil,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,34,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHL,Chile,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,30,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,EST,Estonia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,71,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISR,Israel,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,77,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LVA,Latvia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,61,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,RUS,Russia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,55,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVN,Slovenia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,85,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ZAF,South Africa,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,35,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,OECD,OECD - Total,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,66,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CZE,Czechia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,77,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUS,Australia,JE_EMPL,Employment rate,L,Value,TOT,Total,73,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUT,Austria,JE_EMPL,Employment rate,L,Value,TOT,Total,72,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BEL,Belgium,JE_EMPL,Employment rate,L,Value,TOT,Total,65,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CAN,Canada,JE_EMPL,Employment rate,L,Value,TOT,Total,70,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CZE,Czechia,JE_EMPL,Employment rate,L,Value,TOT,Total,74,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DNK,Denmark,JE_EMPL,Employment rate,L,Value,TOT,Total,74,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FIN,Finland,JE_EMPL,Employment rate,L,Value,TOT,Total,72,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FRA,France,JE_EMPL,Employment rate,L,Value,TOT,Total,65,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DEU,Germany,JE_EMPL,Employment rate,L,Value,TOT,Total,77,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GRC,Greece,JE_EMPL,Employment rate,L,Value,TOT,Total,56,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CZE,Czechia,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,0.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISL,Iceland,JE_EMPL,Employment rate,L,Value,TOT,Total,78,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,IRL,Ireland,JE_EMPL,Employment rate,L,Value,TOT,Total,68,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ITA,Italy,JE_EMPL,Employment rate,L,Value,TOT,Total,58,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,JPN,Japan,JE_EMPL,Employment rate,L,Value,TOT,Total,77,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,KOR,Korea,JE_EMPL,Employment rate,L,Value,TOT,Total,66,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,JE_EMPL,Employment rate,L,Value,TOT,Total,67,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,MEX,Mexico,JE_EMPL,Employment rate,L,Value,TOT,Total,59,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NLD,Netherlands,JE_EMPL,Employment rate,L,Value,TOT,Total,78,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NZL,New Zealand,JE_EMPL,Employment rate,L,Value,TOT,Total,77,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NOR,Norway,JE_EMPL,Employment rate,L,Value,TOT,Total,75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,POL,Poland,JE_EMPL,Employment rate,L,Value,TOT,Total,69,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,PRT,Portugal,JE_EMPL,Employment rate,L,Value,TOT,Total,69,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVK,Slovak Republic,JE_EMPL,Employment rate,L,Value,TOT,Total,68,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ESP,Spain,JE_EMPL,Employment rate,L,Value,TOT,Total,62,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SWE,Sweden,JE_EMPL,Employment rate,L,Value,TOT,Total,75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHE,Switzerland,JE_EMPL,Employment rate,L,Value,TOT,Total,80,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,TUR,Türkiye,JE_EMPL,Employment rate,L,Value,TOT,Total,48,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GBR,United Kingdom,JE_EMPL,Employment rate,L,Value,TOT,Total,75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,USA,United States,JE_EMPL,Employment rate,L,Value,TOT,Total,67,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BRA,Brazil,JE_EMPL,Employment rate,L,Value,TOT,Total,57,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHL,Chile,JE_EMPL,Employment rate,L,Value,TOT,Total,56,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,EST,Estonia,JE_EMPL,Employment rate,L,Value,TOT,Total,74,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISR,Israel,JE_EMPL,Employment rate,L,Value,TOT,Total,67,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LVA,Latvia,JE_EMPL,Employment rate,L,Value,TOT,Total,72,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,RUS,Russia,JE_EMPL,Employment rate,L,Value,TOT,Total,70,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVN,Slovenia,JE_EMPL,Employment rate,L,Value,TOT,Total,71,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ZAF,South Africa,JE_EMPL,Employment rate,L,Value,TOT,Total,39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,OECD,OECD - Total,JE_EMPL,Employment rate,L,Value,TOT,Total,66,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUS,Australia,JE_EMPL,Employment rate,L,Value,MN,Men,77,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUT,Austria,JE_EMPL,Employment rate,L,Value,MN,Men,76,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BEL,Belgium,JE_EMPL,Employment rate,L,Value,MN,Men,68,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CAN,Canada,JE_EMPL,Employment rate,L,Value,MN,Men,73,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CZE,Czechia,JE_EMPL,Employment rate,L,Value,MN,Men,81,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DNK,Denmark,JE_EMPL,Employment rate,L,Value,MN,Men,77,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FIN,Finland,JE_EMPL,Employment rate,L,Value,MN,Men,74,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FRA,France,JE_EMPL,Employment rate,L,Value,MN,Men,68,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DEU,Germany,JE_EMPL,Employment rate,L,Value,MN,Men,80,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GRC,Greece,JE_EMPL,Employment rate,L,Value,MN,Men,65,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,HUN,Hungary,JE_EMPL,Employment rate,L,Value,MN,Men,77,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISL,Iceland,JE_EMPL,Employment rate,L,Value,MN,Men,80,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,IRL,Ireland,JE_EMPL,Employment rate,L,Value,MN,Men,73,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ITA,Italy,JE_EMPL,Employment rate,L,Value,MN,Men,67,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,JPN,Japan,JE_EMPL,Employment rate,L,Value,MN,Men,84,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,KOR,Korea,JE_EMPL,Employment rate,L,Value,MN,Men,75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,JE_EMPL,Employment rate,L,Value,MN,Men,70,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,MEX,Mexico,JE_EMPL,Employment rate,L,Value,MN,Men,76,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NLD,Netherlands,JE_EMPL,Employment rate,L,Value,MN,Men,82,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NZL,New Zealand,JE_EMPL,Employment rate,L,Value,MN,Men,81,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NOR,Norway,JE_EMPL,Employment rate,L,Value,MN,Men,77,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,POL,Poland,JE_EMPL,Employment rate,L,Value,MN,Men,76,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,PRT,Portugal,JE_EMPL,Employment rate,L,Value,MN,Men,72,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVK,Slovak Republic,JE_EMPL,Employment rate,L,Value,MN,Men,73,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ESP,Spain,JE_EMPL,Employment rate,L,Value,MN,Men,67,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SWE,Sweden,JE_EMPL,Employment rate,L,Value,MN,Men,77,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHE,Switzerland,JE_EMPL,Employment rate,L,Value,MN,Men,84,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,TUR,Türkiye,JE_EMPL,Employment rate,L,Value,MN,Men,65,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GBR,United Kingdom,JE_EMPL,Employment rate,L,Value,MN,Men,79,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,USA,United States,JE_EMPL,Employment rate,L,Value,MN,Men,72,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BRA,Brazil,JE_EMPL,Employment rate,L,Value,MN,Men,67,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHL,Chile,JE_EMPL,Employment rate,L,Value,MN,Men,65,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,EST,Estonia,JE_EMPL,Employment rate,L,Value,MN,Men,76,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISR,Israel,JE_EMPL,Employment rate,L,Value,MN,Men,69,,A,,PC,Percentage,0,Units,,
